 &plot nbnd=  20, nks=   286 /
            0.000000  0.000000  0.000000
  -87.103  -47.555  -47.555  -47.555  -40.737  -16.949  -16.949  -16.949    8.350   12.296
   12.296   14.212   14.212   14.212   16.636   16.636   18.793   18.793   18.793   24.807
            0.000000  0.000000  0.050000
  -87.103  -47.563  -47.556  -47.556  -40.736  -16.956  -16.948  -16.948    8.398   12.314
   12.316   14.206   14.206   14.219   16.616   16.645   18.724   18.724   18.785   24.550
            0.000000  0.000000  0.100000
  -87.103  -47.574  -47.564  -47.564  -40.734  -16.978  -16.947  -16.947    8.543   12.373
   12.374   14.192   14.192   14.235   16.554   16.667   18.535   18.535   18.760   23.896
            0.000000  0.000000  0.150000
  -87.103  -47.576  -47.566  -47.566  -40.730  -17.012  -16.944  -16.944    8.783   12.461
   12.469   14.177   14.177   14.267   16.454   16.691   18.267   18.267   18.721   23.053
            0.000000  0.000000  0.200000
  -87.103  -47.589  -47.572  -47.572  -40.726  -17.054  -16.941  -16.941    9.108   12.567
   12.597   14.154   14.154   14.308   16.316   16.693   17.963   17.963   18.672   22.178
            0.000000  0.000000  0.250000
  -87.102  -47.579  -47.570  -47.570  -40.720  -17.100  -16.938  -16.938    9.516   12.675
   12.753   14.140   14.140   14.355   16.152   16.644   17.659   17.659   18.616   21.387
            0.000000  0.000000  0.300000
  -87.102  -47.585  -47.577  -47.577  -40.715  -17.146  -16.935  -16.935    9.987   12.755
   12.925   14.122   14.122   14.401   15.968   16.496   17.379   17.379   18.558   20.759
            0.000000  0.000000  0.350000
  -87.102  -47.588  -47.577  -47.577  -40.711  -17.187  -16.931  -16.931   10.508   12.778
   13.105   14.110   14.110   14.446   15.780   16.242   17.143   17.143   18.506   20.341
            0.000000  0.000000  0.400000
  -87.102  -47.590  -47.573  -47.573  -40.707  -17.219  -16.929  -16.929   11.053   12.709
   13.270   14.104   14.104   14.484   15.609   15.936   16.965   16.965   18.463   20.113
            0.000000  0.000000  0.450000
  -87.102  -47.592  -47.577  -47.577  -40.704  -17.240  -16.927  -16.927   11.571   12.517
   13.390   14.098   14.098   14.505   15.484   15.686   16.854   16.854   18.435   20.015
            0.000000  0.000000 -0.500000
  -87.102  -47.606  -47.581  -47.581  -40.704  -17.248  -16.927  -16.927   11.890   12.315
   13.434   14.091   14.091   14.512   15.438   15.582   16.816   16.816   18.425   19.989
            0.000000  0.050000  0.050000
  -87.103  -47.570  -47.560  -47.560  -40.735  -16.957  -16.955  -16.948    8.446   12.334
   12.335   14.192   14.200   14.231   16.611   16.640   18.654   18.655   18.781   24.608
            0.000000  0.050000  0.100000
  -87.103  -47.573  -47.565  -47.563  -40.733  -16.978  -16.954  -16.946    8.591   12.391
   12.394   14.172   14.188   14.256   16.557   16.658   18.464   18.475   18.759   23.992
            0.000000  0.050000  0.150000
  -87.103  -47.581  -47.566  -47.563  -40.729  -17.011  -16.952  -16.944    8.830   12.480
   12.488   14.152   14.167   14.289   16.463   16.683   18.196   18.223   18.722   23.142
            0.000000  0.050000  0.200000
  -87.103  -47.585  -47.572  -47.570  -40.725  -17.053  -16.948  -16.941    9.154   12.587
   12.614   14.129   14.146   14.324   16.333   16.689   17.895   17.936   18.673   22.261
            0.000000  0.050000  0.250000
  -87.102  -47.584  -47.574  -47.569  -40.720  -17.099  -16.945  -16.937    9.558   12.693
   12.767   14.111   14.127   14.363   16.176   16.637   17.603   17.650   18.618   21.458
            0.000000  0.050000  0.300000
  -87.102  -47.583  -47.574  -47.572  -40.714  -17.145  -16.941  -16.934   10.027   12.775
   12.937   14.097   14.108   14.399   16.001   16.483   17.350   17.388   18.561   20.813
            0.000000  0.050000  0.350000
  -87.102  -47.587  -47.574  -47.570  -40.710  -17.186  -16.938  -16.931   10.544   12.797
   13.113   14.087   14.096   14.432   15.822   16.220   17.147   17.170   18.508   20.373
            0.000000  0.050000  0.400000
  -87.102  -47.591  -47.575  -47.573  -40.706  -17.218  -16.936  -16.928   11.081   12.725
   13.274   14.081   14.089   14.454   15.661   15.912   16.990   17.006   18.465   20.126
            0.000000  0.050000  0.450000
  -87.102  -47.598  -47.576  -47.574  -40.704  -17.239  -16.934  -16.927   11.593   12.534
   13.391   14.079   14.084   14.467   15.544   15.660   16.889   16.906   18.437   20.016
            0.000000  0.050000 -0.500000
  -87.102  -47.598  -47.575  -47.569  -40.703  -17.246  -16.933  -16.926   11.907   12.336
   13.435   14.076   14.089   14.475   15.501   15.562   16.854   16.872   18.427   19.987
            0.000000  0.100000  0.100000
  -87.103  -47.580  -47.569  -47.566  -40.731  -16.978  -16.973  -16.945    8.734   12.441
   12.454   14.138   14.171   14.288   16.544   16.649   18.271   18.320   18.747   24.087
            0.000000  0.100000  0.150000
  -87.103  -47.582  -47.570  -47.569  -40.727  -17.009  -16.973  -16.942    8.969   12.525
   12.551   14.104   14.148   14.321   16.479   16.667   18.002   18.105   18.717   23.362
            0.000000  0.100000  0.200000
  -87.102  -47.583  -47.575  -47.573  -40.723  -17.051  -16.969  -16.939    9.288   12.627
   12.675   14.071   14.122   14.348   16.372   16.677   17.710   17.864   18.673   22.473
            0.000000  0.100000  0.250000
  -87.102  -47.583  -47.577  -47.574  -40.717  -17.097  -16.966  -16.936    9.683   12.731
   12.821   14.046   14.096   14.369   16.239   16.620   17.453   17.628   18.621   21.644
            0.000000  0.100000  0.300000
  -87.102  -47.583  -47.578  -47.577  -40.712  -17.142  -16.962  -16.932   10.141   12.810
   12.980   14.032   14.074   14.377   16.091   16.443   17.273   17.417   18.566   20.957
            0.000000  0.100000  0.350000
  -87.102  -47.588  -47.575  -47.575  -40.708  -17.183  -16.958  -16.929   10.643   12.829
   13.145   14.025   14.062   14.378   15.939   16.162   17.149   17.246   18.514   20.461
            0.000000  0.100000  0.400000
  -87.102  -47.592  -47.576  -47.575  -40.704  -17.215  -16.956  -16.926   11.162   12.755
   13.294   14.023   14.065   14.370   15.800   15.856   17.049   17.122   18.471   20.163
            0.000000  0.100000  0.450000
  -87.102  -47.596  -47.576  -47.575  -40.702  -17.236  -16.954  -16.925   11.649   12.570
   13.401   14.026   14.078   14.360   15.601   15.709   16.976   17.049   18.442   20.019
            0.000000  0.100000 -0.500000
  -87.102  -47.597  -47.578  -47.575  -40.701  -17.243  -16.953  -16.924   11.936   12.390
   13.440   14.028   14.086   14.356   15.504   15.673   16.949   17.024   18.432   19.978
            0.000000  0.150000  0.150000
  -87.102  -47.583  -47.569  -47.566  -40.724  -17.010  -17.001  -16.939    9.197   12.594
   12.653   14.055   14.120   14.348   16.471   16.665   17.736   17.944   18.699   23.379
            0.000000  0.150000  0.200000
  -87.102  -47.582  -47.574  -47.572  -40.719  -17.048  -17.001  -16.936    9.506   12.679
   12.784   14.008   14.087   14.359   16.413   16.673   17.456   17.769   18.666   22.695
            0.000000  0.150000  0.250000
  -87.102  -47.584  -47.576  -47.576  -40.714  -17.093  -16.997  -16.933    9.886   12.763
   12.932   13.970   14.054   14.355   16.323   16.608   17.247   17.604   18.622   21.870
            0.000000  0.150000  0.300000
  -87.102  -47.585  -47.580  -47.579  -40.709  -17.138  -16.993  -16.929   10.322   12.826
   13.086   13.945   14.032   14.331   16.216   16.399   17.164   17.466   18.571   21.141
            0.000000  0.150000  0.350000
  -87.102  -47.585  -47.576  -47.574  -40.705  -17.178  -16.989  -16.926   10.798   12.836
   13.235   13.937   14.034   14.296   16.101   16.111   17.137   17.362   18.522   20.580
            0.000000  0.150000  0.400000
  -87.102  -47.593  -47.579  -47.576  -40.701  -17.210  -16.987  -16.923   11.280   12.761
   13.360   13.937   14.067   14.253   15.792   16.009   17.108   17.292   18.479   20.211
            0.000000  0.150000  0.450000
  -87.102  -47.594  -47.579  -47.577  -40.699  -17.231  -16.985  -16.922   11.721   12.593
   13.445   13.945   14.124   14.215   15.541   15.939   17.077   17.253   18.450   20.017
            0.000000  0.150000 -0.500000
  -87.102  -47.594  -47.582  -47.575  -40.698  -17.238  -16.984  -16.921   11.966   12.445
   13.475   13.953   14.154   14.200   15.439   15.914   17.063   17.241   18.440   19.959
            0.000000  0.200000  0.200000
  -87.102  -47.580  -47.573  -47.571  -40.715  -17.049  -17.037  -16.933    9.800   12.736
   12.927   13.947   14.048   14.350   16.416   16.691   17.189   17.672   18.647   22.589
            0.000000  0.200000  0.250000
  -87.102  -47.584  -47.577  -47.575  -40.710  -17.088  -17.037  -16.929   10.156   12.785
   13.086   13.894   14.013   14.314   16.373   16.642   17.022   17.591   18.615   21.990
            0.000000  0.200000  0.300000
  -87.102  -47.582  -47.576  -47.574  -40.705  -17.132  -17.033  -16.926   10.562   12.814
   13.248   13.857   14.003   14.261   16.285   16.443   17.038   17.535   18.574   21.286
            0.000000  0.200000  0.350000
  -87.102  -47.586  -47.580  -47.574  -40.701  -17.172  -17.029  -16.922   10.991   12.796
   13.390   13.839   14.035   14.190   16.062   16.309   17.098   17.504   18.530   20.683
            0.000000  0.200000  0.400000
  -87.102  -47.595  -47.584  -47.578  -40.697  -17.204  -17.025  -16.920   11.415   12.716
   13.493   13.835   14.116   14.130   15.765   16.245   17.140   17.491   18.489   20.249
            0.000000  0.200000  0.450000
  -87.102  -47.594  -47.580  -47.577  -40.695  -17.224  -17.023  -16.918   11.785   12.575
   13.555   13.846   14.056   14.266   15.499   16.205   17.156   17.490   18.460   20.001
            0.000000  0.200000 -0.500000
  -87.102  -47.595  -47.583  -47.579  -40.694  -17.231  -17.022  -16.917   11.971   12.468
   13.574   13.855   14.030   14.340   15.379   16.190   17.159   17.490   18.450   19.923
            0.000000  0.250000  0.250000
  -87.102  -47.581  -47.572  -47.570  -40.705  -17.089  -17.076  -16.925   10.481   12.795
   13.263   13.828   13.989   14.250   16.353   16.721   16.830   17.596   18.598   21.785
            0.000000  0.250000  0.300000
  -87.102  -47.586  -47.577  -47.575  -40.701  -17.127  -17.076  -16.922   10.837   12.776
   13.442   13.773   13.999   14.163   16.258   16.605   16.904   17.620   18.570   21.273
            0.000000  0.250000  0.350000
  -87.102  -47.590  -47.580  -47.576  -40.696  -17.166  -17.072  -16.918   11.201   12.724
   13.592   13.742   14.068   14.083   16.064   16.516   17.030   17.658   18.535   20.707
            0.000000  0.250000  0.400000
  -87.102  -47.591  -47.581  -47.576  -40.693  -17.197  -17.068  -16.915   11.541   12.633
   13.689   13.732   13.976   14.267   15.792   16.485   17.129   17.700   18.499   20.246
            0.000000  0.250000  0.450000
  -87.102  -47.594  -47.584  -47.576  -40.691  -17.217  -17.066  -16.914   11.815   12.519
   13.739   13.741   13.901   14.506   15.499   16.477   17.188   17.733   18.471   19.958
            0.000000  0.250000 -0.500000
  -87.102  -47.592  -47.586  -47.579  -40.690  -17.224  -17.065  -16.913   11.938   12.451
   13.752   13.754   13.866   14.654   15.337   16.475   17.207   17.745   18.460   19.861
            0.000000  0.300000  0.300000
  -87.102  -47.586  -47.575  -47.573  -40.696  -17.126  -17.114  -16.918   11.126   12.715
